,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,A Indx,density,pH,sulphates,Vit Indx,quality,Type
4044,9.4,0.27,0.53,low,0.074,6,18,21.47594809,0.9962,3.2,high,medium,high,Orange_Juice
4045,15.5,0.645,0.49,medium,0.095,10,23,33.72156991,1.00315,2.92,medium,medium,low,Orange_Juice
4046,7.6,1.58,0,low,0.137,5,9,16.69854482,0.99476,3.5,low,medium,low,Orange_Juice
4047,5.7,0.245,0.33,very_low,0.049,28,150,12.47120684,0.9927,3.13,low,very_low,low,Lemon_Juice
4048,7.1,0.25,0.3,low,0.042,25,122,15.60715836,0.994,3.43,,low,high,Lemon_Juice
4049,8.4,,0.4,very_high,0.048,33,146,19.07122186,0.9988,3.4,low,very_low,low,Lemon_Juice
4050,5.9,0.2,0.4,very_low,0.047,23,92,13.01987847,0.99232,3.2,low,low,high,
4051,6.5,0.38,0.26,medium,0.042,33,112,14.66191903,0.99067,3.06,low,high,high,Lemon_Juice
4052,8.2,0.18,0.49,very_low,0.033,28,81,18.65242135,0.9923,3,medium,low,high,Lemon_Juice
4053,6,0.38,0.26,low,0.035,38,111,14.29434683,0.98872,3.18,low,very_high,high,Lemon_Juice
4054,5.9,0.12,0.28,very_low,0.037,36,83,13.05619744,0.99074,3.33,low,medium,high,
4055,6.8,0.27,0.3,very_high,0.047,69,160,14.93701659,0.99705,,low,low,high,Lemon_Juice
4056,7.2,0.34,0.3,very_high,0.051,40,167,15.854408,0.99756,3.48,medium,low,low,
4057,6.3,0.27,0.25,medium,0.038,52,155,14.4059541,0.995,3.28,low,low,high,Lemon_Juice
4058,7.3,0.28,0.36,very_high,0.04,38,140,16.07675756,0.998,3.3,medium,low,high,Lemon_Juice
4059,7,0.19,0.23,medium,0.123,27,104,15.11980976,0.9954,3.04,medium,low,high,
4060,7.1,0.69,0.08,low,0.063,42,52,15.76988709,0.99608,3.42,medium,low,high,Orange_Juice
4061,7.2,0.39,0.44,,0.066,22,48,16.43403257,0.99494,3.3,medium,medium,high,Orange_Juice
4062,7.1,0.61,0.02,low,0.081,17,87,15.213475,0.99745,3.48,,low,,Orange_Juice
4063,6.2,0.27,0.47,very_low,0.146,28,105,14.25128394,0.99224,3.23,medium,low,low,Lemon_Juice
4064,7.4,0.31,0.26,very_high,0.048,47,206,16.02187968,0.9964,3.26,low,very_low,low,Lemon_Juice
4065,7.4,0.21,0.27,very_low,0.041,27,99,15.8992406,0.9927,3.19,low,low,high,Lemon_Juice
4066,7.3,0.17,,very_high,0.121,32,162,15.66515006,0.99508,3.17,low,low,high,Lemon_Juice
4067,6.2,0.76,0.01,low,0.041,18,120,13.47110689,0.99026,3.2,medium,very_high,high,Lemon_Juice
4068,8.3,0.33,0.43,very_high,0.046,22,126,17.8632091,0.9982,3.38,low,very_low,low,Lemon_Juice
4069,7.8,0.32,0.33,low,0.037,18,101,16.99890477,0.9912,3.21,,medium,,Lemon_Juice
4070,7.5,0.28,0.78,very_high,0.041,53,161,18.9576969,0.99838,2.98,low,,low,Lemon_Juice
4071,7.4,0.26,0.37,very_high,0.047,42,147,16.46486753,0.9982,3.46,medium,,low,
4072,6.2,0.24,0.22,high,0.053,45,,12.91797846,0.99545,3.23,medium,very_low,low,Lemon_Juice
4073,12,0.37,0.76,medium,0.066,7,38,,1.0004,3.22,medium,high,high,Orange_Juice
4074,7.5,,,very_high,,37,133,17.48407441,0.9978,2.99,low,very_low,low,Lemon_Juice
4075,7.5,0.18,0.31,high,0.029,53,160,16.55288122,0.99276,3.03,low,medium,high,Lemon_Juice
4076,8.4,0.18,0.42,medium,0.036,7,77,18.5479729,0.9939,3.16,medium,medium,low,Lemon_Juice
4077,6.2,0.7,0.15,medium,0.076,13,27,13.49217841,,3.54,medium,medium,high,Orange_Juice
4078,6,0.28,0.29,very_high,0.051,36,174,13.40787815,0.99911,3.14,low,,low,Lemon_Juice
4079,7.4,0.19,0.31,very_high,0.045,39,193,16.32479751,0.9986,3.1,low,very_low,high,Lemon_Juice
4080,6.6,0.28,0.28,very_high,0.052,55,211,14.68954807,0.9962,3.09,medium,very_low,high,Lemon_Juice
4081,8.6,0.53,0.22,very_low,0.1,7,27,18.24036244,0.9967,3.2,medium,,,Orange_Juice
4082,7.9,,0.23,low,0.076,23,94,17.1586522,0.99686,3.21,medium,low,high,Orange_Juice
4083,7.8,0.26,0.27,very_low,0.051,52,195,16.81718756,0.9928,3.23,low,medium,high,Lemon_Juice
4084,6.3,0.33,0.2,medium,0.04,24,144,13.77342972,0.99425,3.15,medium,low,low,Lemon_Juice
4085,,0.2,0.66,very_high,0.043,78,175,13.73027549,0.9945,2.98,low,low,,Lemon_Juice
4086,,0.2,0.38,low,0.053,41,174,18.6987906,0.99306,,low,medium,low,Lemon_Juice
4087,6.4,0.33,0.28,very_low,,30,110,13.85417835,0.9917,3.12,low,,high,Lemon_Juice
4088,6.1,0.2,0.34,very_high,0.041,38,201,13.73887665,0.995,3.14,,low,low,Lemon_Juice
4089,9,0.29,0.34,very_high,,,177,19.81922577,0.99706,3.13,low,low,low,Lemon_Juice
4090,7.3,0.38,0.21,very_low,0.08,7,,16.32915241,0.9961,3.33,low,low,low,Orange_Juice
4091,8.8,0.37,0.48,low,0.097,39,145,20.04872274,,3.04,high,very_low,low,Orange_Juice
4092,8.9,0.26,0.33,very_high,0.024,47,,19.62137506,0.99558,3.13,low,medium,high,Lemon_Juice
4093,7.3,,0.2,very_high,0.071,28,212,15.79729541,0.9971,2.96,medium,very_low,high,Lemon_Juice
4094,9,0.66,0.17,,0.077,5,13,19.28861697,0.9976,3.29,medium,low,low,Orange_Juice
4095,8.1,0.4,0.32,high,0.031,23,118,16.87940551,0.99176,3.05,low,high,high,Lemon_Juice
4096,9.1,0.28,0.48,very_low,0.067,26,46,,,3.32,high,low,high,Orange_Juice
4097,6.2,0.34,0.28,high,0.034,40,197,14.155239,0.99485,3.14,medium,low,low,
4098,7.4,0.36,0.29,low,,26,72,16.38233418,0.99645,3.39,medium,medium,low,Orange_Juice
4099,6.9,0.4,0.56,very_high,0.043,40,142,16.01882674,0.9975,3.14,low,very_low,low,Lemon_Juice
4100,9.9,0.5,0.5,very_high,0.205,48,82,21.8717694,1.00242,3.16,medium,very_low,low,Orange_Juice
4101,9.2,0.92,0.24,low,0.087,12,93,20.4532085,0.9998,3.48,medium,low,low,Orange_Juice
4102,7.4,0.31,0.48,very_high,0.042,62,204,16.75921459,0.9983,3.06,medium,low,low,Lemon_Juice
4103,8.4,0.57,0.44,very_high,0.051,46,195,18.93360336,0.9981,3.15,medium,low,low,Lemon_Juice
4104,7.1,0.44,,very_high,0.044,52,152,16.46591814,0.9975,3.12,low,very_low,high,Lemon_Juice
4105,8.5,,0.42,low,0.075,12,19,,,3.14,,medium,high,Orange_Juice
4106,7.9,0.21,0.39,very_low,0.057,21,138,17.91357532,0.99176,3.05,medium,medium,low,Lemon_Juice
4107,6.8,0.21,0.27,low,0.03,26,139,15.12036312,0.99,3.16,medium,high,high,
4108,6.7,0.25,0.34,very_high,0.048,30,161,14.94670315,,,low,low,high,Lemon_Juice
4109,6.3,0.39,0.22,low,0.048,53,173,14.19381306,0.99304,3.24,,low,low,Lemon_Juice
4110,,0.5,0.63,very_high,0.078,81,238,16.17506227,0.9988,3.08,low,very_low,,Lemon_Juice
4111,10.8,0.47,0.43,,,27,66,,0.9982,3.17,medium,medium,high,Orange_Juice
4112,6.6,0.31,0.49,high,0.05,52,220,15.42933374,0.9964,3.12,low,very_low,,Lemon_Juice
4113,6.8,0.43,0.26,medium,0.043,40,176,14.95580353,0.99116,3.17,low,,high,Lemon_Juice
4114,6.6,0.21,0.31,very_high,0.039,46,165,14.60373795,0.99795,3.41,low,low,high,Lemon_Juice
4115,7.4,0.965,0,low,0.088,16,32,16.02201235,0.99756,3.58,medium,low,low,Orange_Juice
4116,6,0.17,0.3,high,,39,104,13.34273659,,2.91,medium,medium,high,
4117,5.6,0.28,0.28,medium,0.044,52,158,13.22272807,0.992,3.35,low,low,high,Lemon_Juice
4118,7,0.33,0.78,very_high,0.042,21,251,,,3.01,medium,medium,high,Lemon_Juice
4119,6,0.25,0.28,low,0.026,,126,13.31000074,0.9898,3.43,medium,high,,Lemon_Juice
4120,6.2,0.345,,very_high,0.056,38,187,,0.99486,3.31,medium,low,low,Lemon_Juice
4121,6.4,0.18,0.31,very_low,0.049,36,127,14.16812065,0.9934,3.6,medium,low,high,Lemon_Juice
4122,6.4,0.17,0.27,very_high,0.047,26,101,14.15241768,0.99596,,low,low,high,
4123,6.2,0.32,0.16,high,0.045,30,136,13.69229287,0.9949,3.18,low,low,high,Lemon_Juice
4124,6.2,0.17,0.3,very_low,0.037,14,79,13.95310416,0.993,3.5,medium,low,high,Lemon_Juice
4125,8.7,0.52,0.09,low,0.091,20,49,18.36672718,0.9976,3.34,,,high,Orange_Juice
4126,6.2,0.51,0.14,very_low,0.056,15,34,,0.99396,3.48,medium,medium,high,Orange_Juice
4127,5.6,0.49,0.13,medium,0.039,17,116,12.65687872,0.9907,3.42,medium,very_high,high,Lemon_Juice
4128,8,0.59,0.16,very_low,0.065,3,16,17.09744967,0.9962,3.42,,low,high,Orange_Juice
4129,7.2,0.29,0.2,high,0.046,51,174,15.74617094,0.99582,3.16,medium,low,low,Lemon_Juice
4130,6.1,0.28,0.24,very_high,0.074,32,174,12.95083634,0.99922,3.19,low,very_low,high,
4131,6.3,,0.23,very_high,0.039,47,142,13.39468687,0.99705,3.14,low,low,high,Lemon_Juice
4132,6.3,0.34,0.52,high,0.047,63,186,14.79567521,0.99481,3.18,low,low,low,Lemon_Juice
4133,6,0.14,0.37,very_low,0.032,63,148,13.16182729,0.99185,3.32,low,medium,low,
4134,7.8,0.2,0.32,medium,,31,,17.00839705,0.99186,2.99,low,medium,high,Lemon_Juice
4135,7.8,0.15,0.34,very_low,0.035,31,93,17.61169978,0.99096,3.07,medium,medium,high,Lemon_Juice
4136,8.9,0.59,0.39,low,0.095,5,22,20.11303389,0.9986,3.37,medium,low,low,Orange_Juice
4137,7.4,0.7,0,very_low,,11,34,15.63235159,0.9978,3.51,,low,low,Orange_Juice
4138,8.5,0.16,,very_low,0.039,24,147,18.42605364,0.9935,2.96,low,low,low,Lemon_Juice
4139,7.9,0.34,0.42,very_low,0.086,8,19,17.38401068,0.99546,3.35,medium,medium,high,Orange_Juice
4140,6.4,0.16,0.31,medium,0.043,42,157,14.91907764,0.99455,3.35,low,low,low,Lemon_Juice
4141,8.6,0.55,0.35,very_high,0.057,35.5,366.5,19.64520237,,3.04,medium,medium,low,Lemon_Juice
4142,7,0.24,0.34,low,0.035,36,102,15.45667606,0.9905,3.18,low,high,high,Lemon_Juice
4143,9.4,0.16,0.3,very_low,0.042,26,,20.46552157,0.9954,3.15,low,very_low,low,Lemon_Juice
4144,9.8,0.5,0.34,low,0.094,10,45,22.06878381,0.99864,3.24,medium,low,high,Orange_Juice
4145,6.4,0.26,0.26,very_low,0.052,22,176,13.64676279,0.99304,3.09,medium,very_low,low,Lemon_Juice
4146,10,0.46,0.44,low,,4,8,21.53152425,0.99674,3.33,medium,high,high,Orange_Juice
4147,7.7,0.3,0.42,very_high,0.045,45,213,17.78213918,0.9991,3.18,medium,very_low,low,Lemon_Juice
4148,7,0.53,0.43,high,0.029,6,76,16.21130433,0.99118,3.08,low,high,high,Lemon_Juice
4149,6.4,0.53,0.09,low,0.123,14,,13.92109694,0.9968,3.5,medium,medium,low,
4150,8.2,0.345,1,very_high,0.047,55,205,20.37148632,0.99965,2.96,low,low,low,Lemon_Juice
4151,9.1,,0.3,very_low,0.065,8,17,20.12363484,0.99774,3.32,medium,low,high,Orange_Juice
4152,8.7,0.69,0.31,low,0.086,23,81,19.27014148,1.0002,3.48,medium,medium,high,Orange_Juice
4153,6.4,0.18,0.48,low,0.186,,150,14.43955262,0.9945,3.06,low,very_low,,Lemon_Juice
4154,6.8,0.23,0.32,very_high,0.046,47,159,15.82428879,0.99452,3.08,medium,low,high,Lemon_Juice
4155,6.9,0.28,0.22,,,36,131,14.69463369,0.99696,3.08,low,low,low,Lemon_Juice
4156,8.1,0.26,0.33,very_high,0.052,52.5,158,18.38507592,0.9976,3.03,low,low,high,Lemon_Juice
4157,6.7,0.24,0.32,very_high,0.023,20,109,,0.99262,3.34,low,high,high,Lemon_Juice
4158,5.3,0.32,0.12,high,0.043,22,,12.03269445,0.9937,3.36,medium,low,high,Lemon_Juice
4159,6.6,0.24,0.33,very_high,0.032,8,81,13.80221621,0.99626,3.19,medium,low,high,Lemon_Juice
4160,7.9,0.28,0.32,low,0.038,9,76,17.72401914,0.992,3.05,low,medium,low,Lemon_Juice
4161,,0.21,0.42,very_low,0.059,33,101,14.37426945,0.9927,3.12,low,low,high,Lemon_Juice
4162,9.1,0.52,0.33,very_low,0.07,9,30,20.33467567,0.9978,3.24,medium,very_low,low,Orange_Juice
4163,6.8,,0.16,very_low,0.038,122.5,234.5,14.05771226,0.9922,3.15,low,low,,
4164,6.6,0.22,0.35,very_low,0.05,23,83,14.87573927,0.99019,3.17,low,medium,,Lemon_Juice
4165,7.6,0.23,0.4,medium,0.066,14,91,16.83665935,0.99488,3.17,medium,low,low,Lemon_Juice
4166,7.4,0.3,0.22,medium,0.053,33,180,15.84564111,0.9926,3.13,low,medium,high,Lemon_Juice
4167,5.6,,0.4,very_low,0.041,,147,12.60039868,0.9901,3.22,medium,medium,high,Lemon_Juice
4168,6.4,0.25,0.32,medium,0.049,41,176,14.72922092,0.995,3.19,medium,very_low,high,Lemon_Juice
4169,7.6,0.2,0.31,very_low,0.047,41,142,17.10649782,0.9934,3.43,medium,low,high,Lemon_Juice
4170,7.5,0.32,0.26,very_low,0.042,13,133,16.36800704,0.9938,3.07,low,low,low,Lemon_Juice
4171,,0.68,0.16,very_low,0.078,12,39,16.59268993,0.9977,3.5,medium,low,high,Orange_Juice
4172,,0.2,0.26,very_low,0.047,42,119,13.4560335,0.99158,3.48,,medium,high,Lemon_Juice
4173,6.7,0.26,,low,0.079,35.5,216,14.62080224,0.9956,3.31,medium,low,low,Lemon_Juice
4174,8,0.22,0.31,medium,0.049,24,97,17.4693382,0.993,3.1,low,medium,low,Lemon_Juice
4175,,0.2,0.41,very_low,0.05,26,131,16.95726188,0.99133,3.19,medium,medium,low,Lemon_Juice
4176,6.1,0.22,0.38,low,0.144,12,65,13.75108195,0.9908,2.95,medium,medium,high,Lemon_Juice
4177,6,0.33,0.18,low,0.036,5,85,13.85165149,0.99125,3.28,,medium,low,Lemon_Juice
4178,6.9,0.26,0.49,very_low,0.058,39,166,16.02224026,0.9965,3.65,medium,low,low,Lemon_Juice
4179,6.8,0.18,0.28,very_high,0.039,29,113,15.09223257,0.99406,3.11,low,medium,high,Lemon_Juice
4180,8.6,,0.36,very_low,0.064,53,77,18.83573151,0.99604,3.47,medium,,high,Orange_Juice
4181,7.6,0.31,0.29,very_high,0.04,21,145,16.50983472,0.9966,3.04,low,low,low,Lemon_Juice
4182,8.6,0.45,0.31,low,,21,50,18.6266822,0.9982,3.37,medium,low,high,Orange_Juice
4183,5.6,0.12,0.33,low,0.044,21,73,12.44608918,0.98896,3.17,low,high,high,Lemon_Juice
4184,8,0.32,0.26,very_low,0.05,11.5,88,,0.9946,3.24,low,low,low,Lemon_Juice
4185,7.4,0.32,,very_high,0.056,53,238,17.56540778,1.0017,2.96,medium,very_low,high,Lemon_Juice
4186,6,0.28,0.49,high,0.048,61,,14.19659883,0.9953,3.19,low,very_low,low,Lemon_Juice
4187,6.4,0.32,0.35,medium,0.03,34,101,14.69650068,0.9912,,medium,high,high,Lemon_Juice
4188,6.3,0.21,0.29,very_high,0.048,49,147,13.45654234,0.99482,3.22,low,medium,low,Lemon_Juice
4189,,0.39,0.35,very_low,0.049,10,164,14.81585856,0.99516,3.35,medium,low,low,Lemon_Juice
4190,11.9,0.38,0.51,very_low,0.121,7,20,26.19088746,0.9996,3.24,medium,low,high,Orange_Juice
4191,12.8,0.3,0.74,low,0.095,9,28,28.70952792,0.9994,3.2,medium,medium,high,Orange_Juice
4192,6.3,,0.22,very_high,0.061,26,141,14.15136837,0.99824,3.08,low,very_low,low,Lemon_Juice
4193,7.1,0.6,0.01,low,0.079,24,37,15.05368429,0.99514,3.4,medium,medium,high,Orange_Juice
4194,7.8,0.21,0.49,very_low,0.036,20,99,17.60987995,0.99,3.05,low,medium,high,Lemon_Juice
4195,,0.25,0.36,,0.037,63,206,14.86866873,0.99553,3.18,low,low,low,Lemon_Juice
4196,5.6,0.915,0,low,0.041,17,78,11.99606525,0.99346,3.68,medium,medium,low,Orange_Juice
4197,6.8,0.19,0.4,very_high,0.055,41,103,15.48362661,0.99532,2.98,medium,low,high,Lemon_Juice
4198,7.6,0.2,0.39,low,0.044,30,180,16.64565352,0.9941,3.46,low,medium,high,Lemon_Juice
4199,9.3,0.33,0.45,very_low,0.057,19,37,20.20192986,0.99498,3.18,,medium,high,Orange_Juice
4200,7.7,0.25,0.49,low,0.047,31,169,17.72156224,0.99252,3.07,medium,low,high,Lemon_Juice
4201,6.5,0.28,0.25,medium,0.029,54,128,14.27693541,0.99074,3.17,low,high,high,Lemon_Juice
4202,5.8,0.6,0,very_low,0.044,72,197,11.96544194,0.99202,3.56,low,medium,low,Lemon_Juice
4203,5.6,0.21,0.24,medium,0.027,37,150,12.58628582,0.991,3.3,low,medium,high,Lemon_Juice
4204,6.4,0.22,0.31,very_high,0.04,57,135,14.74560384,0.99672,3.21,low,low,low,Lemon_Juice
4205,8,0.26,0.36,very_low,0.054,30,121,17.47656351,0.992,3.09,medium,medium,high,Lemon_Juice
4206,6.6,0.24,0.3,very_high,0.026,11,77,15.02376972,0.99381,3.13,medium,high,high,Lemon_Juice
4207,8.4,0.18,0.42,medium,0.036,7,77,18.91072795,0.9939,3.16,medium,medium,low,Lemon_Juice
4208,5.3,0.36,0.27,high,0.028,40,,11.84920941,0.99186,3.37,low,medium,high,Lemon_Juice
4209,9.3,0.655,,very_low,0.096,5,35,20.0534255,0.99738,3.25,low,low,low,Orange_Juice
4210,7.1,0.16,0.36,very_low,0.043,21,90,15.03704265,0.9925,3.16,low,medium,high,Lemon_Juice
4211,6.4,,0.38,,0.044,35,127,14.42565412,0.99326,2.97,low,medium,high,Lemon_Juice
4212,7.4,0.49,0.24,very_high,0.03,34,153,16.43225395,0.9953,3.13,medium,medium,high,Lemon_Juice
4213,7.3,0.835,0.03,low,0.092,10,19,15.50542158,0.9966,3.39,low,low,low,Orange_Juice
4214,7.4,0.33,0.44,high,0.05,40,227,,0.99679,3.12,medium,very_low,low,Lemon_Juice
4215,6.6,0.41,0.27,very_high,0.11,20,103,15.25347337,0.99672,3.08,low,very_low,high,Lemon_Juice
4216,6.7,0.105,0.32,very_high,0.051,34,106,15.11715057,0.998,3.54,low,,high,Lemon_Juice
4217,7.6,0.32,0.36,very_low,0.04,32,155,16.97771701,0.993,3.23,medium,medium,high,Lemon_Juice
4218,5.2,0.48,0.04,very_low,0.054,19,106,11.04383092,0.9927,3.54,medium,high,high,Orange_Juice
4219,6.5,0.33,0.38,very_high,0.048,68,174,15.00261703,0.99492,3.14,low,low,low,Lemon_Juice
4220,6.1,0.58,0.23,low,0.044,16,70,13.57122848,0.99352,3.46,medium,high,high,Orange_Juice
4221,7.9,0.58,0.23,low,0.076,23,94,17.55200639,0.99686,3.21,medium,,high,Orange_Juice
4222,6.2,,0.28,very_low,0.036,28,106,13.75006264,0.988245,3.14,,high,high,Lemon_Juice
4223,6.6,0.19,0.35,very_low,0.037,37,107,14.81535414,0.99006,3.18,medium,medium,high,Lemon_Juice
4224,10,0.59,0.31,low,0.09,26,62,21.98720045,0.9994,3.18,medium,low,high,Orange_Juice
4225,6,,0.29,very_low,0.032,27,96,13.37635197,0.9896,3.38,low,high,high,Lemon_Juice
4226,6.2,0.66,0.48,very_low,0.029,29,,14.63275297,0.9892,3.33,low,,high,Lemon_Juice
4227,8.2,0.29,0.33,very_high,0.036,28,118,17.88250879,0.9953,2.96,low,medium,high,Lemon_Juice
4228,6.9,0.31,0.33,very_high,0.038,33,116,14.94049623,0.9954,3.04,medium,low,high,
4229,6.9,0.54,0.3,low,0.088,9,105,16.12921726,0.99725,,high,low,high,Orange_Juice
4230,10.3,0.44,0.5,medium,0.107,5,13,23.26280425,0.998,3.28,,medium,low,Orange_Juice
4231,6.8,0.22,0.37,very_low,0.036,38,195,15.11026758,0.9908,3.35,,high,high,Lemon_Juice
4232,6.4,0.17,,low,0.048,41,200,14.44684097,0.9938,3.5,low,low,high,Lemon_Juice
4233,3.9,0.225,0.4,medium,0.03,29,118,9.431414201,0.989,3.57,low,high,high,Lemon_Juice
4234,7.2,0.6,0.2,very_high,0.07,21,174,15.92420077,0.9971,,medium,very_low,low,Lemon_Juice
4235,7.3,0.2,0.29,very_high,0.039,69,237,15.85680553,1.00037,3.1,low,very_low,high,Lemon_Juice
4236,6.6,0.2,0.38,high,0.052,30,145,15.06926407,0.9947,3.32,medium,medium,high,Lemon_Juice
4237,6.3,0.25,0.44,very_high,0.041,48,195,14.35131795,0.9968,3.18,medium,low,low,Lemon_Juice
4238,8,0.34,0.25,high,0.035,38,103,17.36071777,0.99148,2.91,low,high,high,Lemon_Juice
4239,7,0.28,0.33,very_high,0.043,47,168,15.55358142,,3.34,medium,very_low,high,Lemon_Juice
4240,6.7,0.13,0.29,medium,0.051,,122,14.40968266,0.9944,3.44,low,low,high,Lemon_Juice
4241,6.4,0.46,,very_high,0.047,51,183,14.30651794,0.998275,3.39,medium,,low,Lemon_Juice
4242,6,0.34,0.24,medium,0.06,23,126,13.993676,0.9951,3.25,low,very_low,high,Lemon_Juice
4243,5,0.33,0.16,very_low,0.049,10,97,11.18890469,0.9917,3.48,low,low,high,Lemon_Juice
4244,,,0.33,low,,48,153,15.91838837,0.9899,3.15,low,high,high,Lemon_Juice
4245,7.5,0.24,0.31,very_high,0.05,,180,16.70484838,0.99884,3.05,medium,very_low,high,Lemon_Juice
4246,7.3,0.27,0.3,very_low,0.04,26,84,15.88382375,0.99222,3.28,medium,low,high,Lemon_Juice
4247,7.8,0.25,0.34,very_high,0.044,66,184,17.2245879,0.99976,3.22,medium,very_low,low,Lemon_Juice
4248,7,0.21,0.34,high,0.057,19,101,16.23623833,0.9954,2.99,medium,low,low,Lemon_Juice
4249,7,0.15,0.28,,0.051,29,149,14.86997056,0.99792,,low,very_low,high,Lemon_Juice
4250,5.1,0.39,0.21,very_low,0.027,15,72,11.21211718,0.9894,3.5,,high,high,Lemon_Juice
4251,6.9,0.32,0.15,very_high,0.046,51,180,,0.9958,3.13,low,very_low,low,Lemon_Juice
4252,6.5,0.39,0.23,very_high,0.051,28,91,14.50259883,0.9952,3.44,medium,medium,high,Orange_Juice
4253,4.9,0.335,0.14,very_low,0.036,69,168,10.58641963,0.99212,3.47,low,low,low,Lemon_Juice
4254,8.2,0.3,0.44,very_high,0.043,52,154,18.63331196,0.99452,3.04,low,medium,high,Lemon_Juice
4255,6.1,0.4,0.16,very_low,0.069,11,25,,0.9955,3.42,medium,low,high,Orange_Juice
4256,7.1,0.2,0.3,very_low,0.019,4,28,15.799617,0.98931,3.2,low,medium,high,Lemon_Juice
4257,7.7,,0.26,very_low,0.062,9,31,16.91776125,0.9966,3.39,medium,low,low,Orange_Juice
4258,5.9,0.19,0.21,very_low,0.045,57,135,13.13414214,0.99341,3.32,low,low,low,Lemon_Juice
4259,6,0.28,0.35,very_low,0.037,16,120,13.38793709,0.9933,3.16,medium,low,low,Lemon_Juice
4260,6.4,0.24,0.23,very_low,0.046,30,133,13.9582629,0.9908,3.12,medium,medium,high,Lemon_Juice
4261,6.4,0.27,0.29,very_high,0.028,17,118,15.20492844,0.99356,3.18,low,medium,high,Lemon_Juice
4262,6.6,0.24,0.28,high,0.032,26,91,14.50215407,0.99172,3.13,low,high,high,Lemon_Juice
4263,7.4,0.4,0.41,very_high,0.053,37,194,15.77657393,0.99886,3.2,medium,low,high,Lemon_Juice
4264,,0.12,0.3,very_low,0.031,37,94,14.41676735,,3.01,medium,medium,high,Lemon_Juice
4265,7.1,,0.07,very_low,0.071,15,24,14.84008496,0.9951,3.29,medium,medium,high,Orange_Juice
4266,5.1,0.35,0.26,high,0.034,36,120,11.45625167,0.99188,3.38,low,medium,,Lemon_Juice
4267,6.2,0.15,0.27,very_high,0.035,46,116,13.83147994,0.99602,3.12,low,very_low,high,Lemon_Juice
4268,6.3,0.3,0.19,high,0.049,47,184,,0.99514,3.22,low,,low,Lemon_Juice
4269,6.1,0.28,0.25,very_high,0.054,34,189,12.90942271,,3.25,low,very_low,low,Lemon_Juice
4270,7.7,0.27,0.61,very_high,0.046,64,179,18.22810729,0.9982,3.07,low,very_low,low,Lemon_Juice
4271,5.8,0.23,0.2,very_low,0.043,,154,12.51651225,0.99226,3.21,low,low,,Lemon_Juice
4272,9,0.55,0.3,very_high,0.026,14,71,20.38239165,0.993,2.94,low,medium,low,Lemon_Juice
4273,5.7,0.31,,high,0.05,33,143,12.68236491,0.99332,3.31,low,medium,high,
4274,7.5,0.725,0.04,very_low,0.076,8,,16.0205497,0.99508,3.26,medium,low,low,Orange_Juice
4275,7.2,0.18,0.31,very_low,0.045,20,73,15.28840158,0.9925,3.32,low,medium,high,Lemon_Juice
4276,6.7,0.265,0.22,very_high,0.048,54,198,14.94523036,0.9955,3.25,low,low,low,Lemon_Juice
4277,6.8,0.3,0.24,high,0.123,35,116,14.6494774,0.9953,,low,low,low,Lemon_Juice
4278,6.3,0.25,0.44,very_low,0.024,36,116,14.23477968,0.98935,3.18,,high,high,Lemon_Juice
4279,5.6,,0.4,high,0.034,36,118,,0.99144,3.21,low,medium,high,Lemon_Juice
4280,6.3,0.23,0.3,very_low,0.033,16,91,13.76063726,,3.28,low,medium,high,Lemon_Juice
4281,9,0.26,0.34,high,0.029,21,162,19.33256837,0.99497,3.08,low,low,high,Lemon_Juice
4282,7,0.2,0.35,very_high,0.037,31,103,15.35973309,0.99388,3.13,low,medium,high,Lemon_Juice
4283,7.7,0.57,0.21,very_low,0.069,4,9,16.80769248,,3.16,medium,low,high,Orange_Juice
4284,6.3,0.22,0.27,medium,0.036,81,157,13.95452478,0.9928,3.05,medium,low,high,Lemon_Juice
4285,7.6,0.15,0.35,medium,0.051,23,98,16.8567259,0.99422,3.1,low,low,high,Lemon_Juice
4286,6.2,0.24,0.28,very_high,0.049,54,133,13.92315785,0.9952,3.19,low,low,high,Lemon_Juice
4287,5.5,0.12,0.33,very_low,0.038,23,131,12.07159036,0.99164,3.25,low,,low,Lemon_Juice
4288,6.2,0.22,0.3,,,108,152,13.79960351,,3.1,low,low,high,Lemon_Juice
4289,6.3,0.28,,very_high,0.04,61,183,14.75127952,0.99592,3.12,medium,low,high,Lemon_Juice
4290,,0.34,0.29,high,0.046,,134,13.63012186,0.99462,3.48,medium,low,high,
4291,6.9,,0.4,high,0.04,50,151,15.88786666,0.9927,3.11,low,medium,high,Lemon_Juice
4292,7.1,0.37,0.67,very_high,0.045,49,155,17.06279963,0.9975,3.16,low,very_low,low,Lemon_Juice
4293,6.8,0.22,0.31,very_low,0.053,34,114,15.7135258,0.9929,3.39,medium,,high,
4294,7,0.32,0.29,medium,0.036,41,150,15.40896788,,3.38,low,high,high,Lemon_Juice
4295,6.8,0.28,0.29,very_high,0.052,51,149,14.51900778,0.99544,3.02,medium,low,high,Lemon_Juice
4296,8.2,0.38,0.49,very_high,0.042,58,166,18.49432366,0.99855,3.1,medium,low,low,Lemon_Juice
4297,9.4,0.5,0.34,low,0.082,5,14,20.77103336,0.9987,3.29,medium,low,high,Orange_Juice
